JT_ID,Job_Title,Titre_de_poste,Job_Function,Fonction_professionnelle,Job_Family,Famille_d'emplois,Managerial_Level,Niveau_de_gestion,2016_NOC_UID,2016_NOC_Title,2016_CNP_Titre,2021_NOC_UID,2021_NOC_Title,2021_CNP_Titre,Match_Key,PSES_Subset_Mapping,Job_Bank_GC,NOC match,"Change to ""title"" / ""NOC""",GEDS_adv search - title/contains (where JobBank=n),,Other consideration,Alternate option_Job Title / Consideration,Alt op_JT secondary
1633,Manager - General Information Management,Gestionnaire - Gestion de l'information générale,Information Management,Gestion de l'information,General Information Management,Gestion de l'information générale,Manager,Gestionnaire,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1633,Supervisor,,,,,,,,
1634,Manager - IM Business Interface,Gestionnaire - Interface d'affaires IM,Information Management,Gestion de l'information,IM Business Interface,Interface commerciale du GI,Manager,Gestionnaire,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1634,Supervisor,,,,,,,,
1635,Manager - Information and Data Architecture,Gestionnaire - Architecture de l'information et des données,Information Management,Gestion de l'information,Information and Data Architecture,Architecture d'informations et de données,Manager,Gestionnaire,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1635,Supervisor,,,,,,,,
1636,Manager - Information Asset Management / Operations,Gestionnaire - Gestion du patrimoine informationnel / Opérations,Information Management,Gestion de l'information,Information Asset Management / Operations,Gestion des actifs d'information / Opérations,Manager,Gestionnaire,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1636,Supervisor,,,,,,,,
1637,Manager - Information Management Policy and Governance,Gestionnaire - Politique de gestion de l'information et gouvernance,Information Management,Gestion de l'information,Information Management Policy and Governance,Politique sur la gestion de l'information et gouvernance,Manager,Gestionnaire,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1637,Supervisor,,,,,,,,
1638,Director - Business Line Support Services,Directeur(rice) - Services de soutien aux secteurs d'activité,Information Technology,Technologie de l'information,Business Line Support Services,Services de soutien du secteur d'activité,Director or equivalent,Directeur(rice) ou équivalent,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1638,Executive,,,,,,,,
1639,Director - Database and Database Administration,Directeur(rice) - Base de données et administration de la base de données,Information Technology,Technologie de l'information,Database and Database Administration,Base de données et administration de base de données,Director or equivalent,Directeur(rice) ou équivalent,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1639,Executive,,,,,,,,
1640,Director - Enterprise Architecture,Directeur(rice) - Architecture d'entreprise,Information Technology,Technologie de l'information,Enterprise Architecture,Architecture d'entreprise,Director or equivalent,Directeur(rice) ou équivalent,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1640,Executive,,,,,,,,
1641,Director - Information Technology,Directeur(rice) - Technologie de l'information,Information Technology,Technologie de l'information,General Information Technology,Technologie de l'information générale,Director or equivalent,Directeur(rice) ou équivalent,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1641,Executive,,,,,,,,
1642,Director - Infrastructure Operations,Directeur(rice) - Opérations d'infrastructure,Information Technology,Technologie de l'information,Infrastructure Operations,Opérations d'infrastructure,Director or equivalent,Directeur(rice) ou équivalent,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1642,Executive,,,,,,,,
1643,Director - Information Technology (IT) Planning and Reporting,Directeur(rice) - Planification et rapports informatiques,Information Technology,Technologie de l'information,IT Planning and Reporting,Planification et rapports informatiques,Director or equivalent,Directeur(rice) ou équivalent,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1643,Executive,,,,,,,,
1644,Director - Information Technology (IT) Security,Directeur(rice) - Sécurité informatique,Information Technology,Technologie de l'information,IT Security,Sécurité des TI,Director or equivalent,Directeur(rice) ou équivalent,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1644,Executive,,,,,,,,
1645,Director - Software Solutions,Directeur(rice) - Solutions logicielles,Information Technology,Technologie de l'information,Software Solutions,Solutions logicielles,Director or equivalent,Directeur(rice) ou équivalent,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1645,Executive,,,,,,,,
1646,Director - Telecommunications,Directeur(rice) - Télécommunications,Information Technology,Technologie de l'information,Telecommunications,Télécommunications,Director or equivalent,Directeur(rice) ou équivalent,0131,0131 Telecommunication carriers managers,0131 Directeurs / directrices d'entreprises de télécommunications,10030,Telecommunication carriers managers,Directeurs / directrices d'entreprises de télécommunications,1646,Executive,,,,,,,,
1647,Director General - Business Line Support Services,Directeur(rice) général(e) - Services de soutien aux entreprises,Information Technology,Technologie de l'information,Business Line Support Services,Services de soutien du secteur d'activité,"Director General, Executive Director or equivalent","Directeur(rice) général(e), Directeur(rice) exécutif(ve) ou équivalent",0013,"0013 Senior managers - financial, communications and other business services","0013 Cadres supérieurs / cadres supérieures - services financiers, communications et autres services aux entreprises",00012,"Senior managers - financial, communications and other business services","Cadres supérieurs / cadres supérieures - services financiers, communications et autres services aux entreprises",1647,Executive,,,,,,,,
1648,Director General - Database and Database Administration,Directeur(rice) général(e) - Base de données et administration des bases de données,Information Technology,Technologie de l'information,Database and Database Administration,Base de données et administration de base de données,"Director General, Executive Director or equivalent","Directeur(rice) général(e), Directeur(rice) exécutif(ve) ou équivalent",0013,"0013 Senior managers - financial, communications and other business services","0013 Cadres supérieurs / cadres supérieures - services financiers, communications et autres services aux entreprises",00012,"Senior managers - financial, communications and other business services","Cadres supérieurs / cadres supérieures - services financiers, communications et autres services aux entreprises",1648,Executive,,,,,,,,
1649,Director General - Enterprise Architecture,Directeur(rice) général(e) - Architecture d'entreprise,Information Technology,Technologie de l'information,Enterprise Architecture,Architecture d'entreprise,"Director General, Executive Director or equivalent","Directeur(rice) général(e), Directeur(rice) exécutif(ve) ou équivalent",0013,"0013 Senior managers - financial, communications and other business services","0013 Cadres supérieurs / cadres supérieures - services financiers, communications et autres services aux entreprises",00012,"Senior managers - financial, communications and other business services","Cadres supérieurs / cadres supérieures - services financiers, communications et autres services aux entreprises",1649,Executive,,,,,,,,
1650,Director General - Information Technology,Directeur(rice) général(e) - Technologies de l'information,Information Technology,Technologie de l'information,General Information Technology,Technologie de l'information générale,"Director General, Executive Director or equivalent","Directeur(rice) général(e), Directeur(rice) exécutif(ve) ou équivalent",0013,"0013 Senior managers - financial, communications and other business services","0013 Cadres supérieurs / cadres supérieures - services financiers, communications et autres services aux entreprises",00012,"Senior managers - financial, communications and other business services","Cadres supérieurs / cadres supérieures - services financiers, communications et autres services aux entreprises",1650,Executive,,,,,,,,
1651,Director General - Infrastructure Operations,Directeur(rice) général(e) - Opérations d'infrastructure,Information Technology,Technologie de l'information,Infrastructure Operations,Opérations d'infrastructure,"Director General, Executive Director or equivalent","Directeur(rice) général(e), Directeur(rice) exécutif(ve) ou équivalent",0013,"0013 Senior managers - financial, communications and other business services","0013 Cadres supérieurs / cadres supérieures - services financiers, communications et autres services aux entreprises",00012,"Senior managers - financial, communications and other business services","Cadres supérieurs / cadres supérieures - services financiers, communications et autres services aux entreprises",1651,Executive,,,,,,,,
1652,Director General - Information Technology (IT) Planning and Reporting,Directeur(rice) général(e) - Planification et rapports informatiques,Information Technology,Technologie de l'information,IT Planning and Reporting,Planification et rapports informatiques,"Director General, Executive Director or equivalent","Directeur(rice) général(e), Directeur(rice) exécutif(ve) ou équivalent",0013,"0013 Senior managers - financial, communications and other business services","0013 Cadres supérieurs / cadres supérieures - services financiers, communications et autres services aux entreprises",00012,"Senior managers - financial, communications and other business services","Cadres supérieurs / cadres supérieures - services financiers, communications et autres services aux entreprises",1652,Executive,,,,,,,,
1653,Director General - Information Technology (IT) Project Management,Directeur(rice) général(e) - Gestion des projets informatiques,Information Technology,Technologie de l'information,IT Project Management,Gestion de projets informatiques,"Director General, Executive Director or equivalent","Directeur(rice) général(e), Directeur(rice) exécutif(ve) ou équivalent",0013,"0013 Senior managers - financial, communications and other business services","0013 Cadres supérieurs / cadres supérieures - services financiers, communications et autres services aux entreprises",00012,"Senior managers - financial, communications and other business services","Cadres supérieurs / cadres supérieures - services financiers, communications et autres services aux entreprises",1653,Executive,,,,,,,,
1654,Director General - Information Technology (IT) Security,Directeur(rice) général(e) - Sécurité informatique,Information Technology,Technologie de l'information,IT Security,Sécurité des TI,"Director General, Executive Director or equivalent","Directeur(rice) général(e), Directeur(rice) exécutif(ve) ou équivalent",0013,"0013 Senior managers - financial, communications and other business services","0013 Cadres supérieurs / cadres supérieures - services financiers, communications et autres services aux entreprises",00012,"Senior managers - financial, communications and other business services","Cadres supérieurs / cadres supérieures - services financiers, communications et autres services aux entreprises",1654,Executive,,,,,,,,
1655,Director - Information Technology (IT) Project Management,Directeur(rice) - Gestion des projets informatiques,Information Technology,Technologie de l'information,IT Project Management,Gestion de projets informatiques,Director or equivalent,Directeur(rice) ou équivalent,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1655,Executive,,,,,,,,
1656,Manager - Business Line Support Services,Gestionnaire - Services de soutien aux secteurs d'activité,Information Technology,Technologie de l'information,Business Line Support Services,Services de soutien du secteur d'activité,Manager,Gestionnaire,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1656,Supervisor,,,,,,,,
1657,Manager - Database and Database Administration,Gestionnaire - Base de données et administration de la base de données,Information Technology,Technologie de l'information,Database and Database Administration,Base de données et administration de base de données,Manager,Gestionnaire,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1657,Supervisor,,,,,,,,
1658,Manager - Enterprise Architecture,Gestionnaire - Architecture d'entreprise,Information Technology,Technologie de l'information,Enterprise Architecture,Architecture d'entreprise,Manager,Gestionnaire,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1658,Supervisor,,,,,,,,
1659,Manager - Information Technology (IT),Gestionnaire - Technologie de l'information,Information Technology,Technologie de l'information,General Information Technology,Technologie de l'information générale,Manager,Gestionnaire,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1659,Supervisor,,,,,,,,
1660,Manager - Infrastructure Operations,Gestionnaire - Opérations d'infrastructure,Information Technology,Technologie de l'information,Infrastructure Operations,Opérations d'infrastructure,Manager,Gestionnaire,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1660,Supervisor,,,,,,,,
1661,Manager - Information Technology (IT) Planning and Reporting,Gestionnaire - Planification et rapports informatiques,Information Technology,Technologie de l'information,IT Planning and Reporting,Planification et rapports informatiques,Manager,Gestionnaire,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1661,Supervisor,,,,,,,,
1662,Manager - Information Technology (IT) Project Management,Gestionnaire - Gestion de projets informatiques,Information Technology,Technologie de l'information,IT Project Management,Gestion de projets informatiques,Manager,Gestionnaire,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1662,Supervisor,,,,,,,,
1663,Manager - Information Technology (IT) Security,Gestionnaire - Sécurité informatique,Information Technology,Technologie de l'information,IT Security,Sécurité des TI,Manager,Gestionnaire,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1663,Supervisor,,,,,,,,
1664,Manager - Software Solutions,Gestionnaire - Solutions logicielles,Information Technology,Technologie de l'information,Software Solutions,Solutions logicielles,Manager,Gestionnaire,0213,0213 Computer and information systems managers,0213 Gestionnaires des systèmes informatiques,20012,Computer and information systems managers,Gestionnaires des systèmes informatiques,1664,Supervisor,,,,,,,,
1665,Astrophysicist,Astrophysicien(ne),Science and Math,Sciences et mathématiques,Astronomy,Astronomie,Employee,Employé(e),2111,2111 Physicists and astronomers,2111 Physiciens / physiciennes et astronomes,21100,Physicists and astronomers,Physiciens / physiciennes et astronomes,1665,Non-supervisor,y,y,Astrophysicist in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1666,Atmospheric Science Technician,Technicien(ne) en sciences de l'atmosphère,Science and Math,Sciences et mathématiques,Atmospheric Science,Science de l'atmosphère,Employee,Employé(e),2111,2111 Physicists and astronomers,2111 Physiciens / physiciennes et astronomes,21100,Physicists and astronomers,Physiciens / physiciennes et astronomes,1666,Non-supervisor,n,,,n,,,,
1667,Atmospheric Chemist,Chimiste spécialiste de l'atmosphère,Science and Math,Sciences et mathématiques,Atmospheric Science,Science de l'atmosphère,Employee,Employé(e),2111,2111 Physicists and astronomers,2111 Physiciens / physiciennes et astronomes,21101,Chemists,Chimistes,1667,Non-supervisor,n,,Atmospheric Chemist in Canada | Labour Market Facts and Figures - Job Bank,y,n=4,,,
1668,Physicist,Physicien(ne),Science and Math,Sciences et mathématiques,Physics,Physique,Employee,Employé(e),2111,2111 Physicists and astronomers,2111 Physiciens / physiciennes et astronomes,21100,Physicists and astronomers,Physiciens / physiciennes et astronomes,1668,Non-supervisor,y,y,Physicist in Canada | Labour Market Facts and Figures - Job Bank,y,n=11,,,
1669,Research Scientist - Physics,Chercheur(euse) en physique,Science and Math,Sciences et mathématiques,Physics,Physique,Employee,Employé(e),2111,2111 Physicists and astronomers,2111 Physiciens / physiciennes et astronomes,21100,Physicists and astronomers,Physiciens / physiciennes et astronomes,1669,Non-supervisor,y,y,"Research Scientist, Physics in Canada | Labour Market Facts and Figures - Job Bank",n,,,,
1670,Physics Technician,Technicien(ne) en physique,Science and Math,Sciences et mathématiques,Physics,Physique,Employee,Employé(e),2111,2111 Physicists and astronomers,2111 Physiciens / physiciennes et astronomes,21100,Physicists and astronomers,Physiciens / physiciennes et astronomes,1670,Non-supervisor,n,y>>>,,y,"n=1, Soil Phys Tech",,"Research Scientist, Physics in Canada | Labour Market Facts and Figures - Job Bank",
1671,Supervisor - Atmospheric Science,Superviseur(e) - Sciences atmosphériques,Science and Math,Sciences et mathématiques,Atmospheric Science,Science de l'atmosphère,Supervisor,Superviseur(e),2111,2111 Physicists and astronomers,2111 Physiciens / physiciennes et astronomes,21100,Physicists and astronomers,Physiciens / physiciennes et astronomes,1671,Supervisor,n,,,n,,,,
1672,Supervisor - Physics,Superviseur(e) - Physique,Science and Math,Sciences et mathématiques,Physics,Physique,Supervisor,Superviseur(e),2111,2111 Physicists and astronomers,2111 Physiciens / physiciennes et astronomes,21100,Physicists and astronomers,Physiciens / physiciennes et astronomes,1672,Supervisor,n,,,n,,,,
1673,Astronomer,Astronome,Science and Math,Sciences et mathématiques,Astronomy,Astronomie,Employee,Employé(e),2111,2111 Physicists and astronomers,2111 Physiciens / physiciennes et astronomes,21100,Physicists and astronomers,Physiciens / physiciennes et astronomes,1673,Non-supervisor,y,y,Astronomer in Canada | Labour Market Facts and Figures - Job Bank,y,n=5,,,
1674,Cosmologist,Cosmologue,Science and Math,Sciences et mathématiques,Astronomy,Astronomie,Employee,Employé(e),2111,2111 Physicists and astronomers,2111 Physiciens / physiciennes et astronomes,21100,Physicists and astronomers,Physiciens / physiciennes et astronomes,1674,Non-supervisor,y,y,Cosmologist in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1675,Supervisor - Astronomy,Superviseur(e) - Astronomie,Science and Math,Sciences et mathématiques,Astronomy,Astronomie,Supervisor,Superviseur(e),2111,2111 Physicists and astronomers,2111 Physiciens / physiciennes et astronomes,21100,Physicists and astronomers,Physiciens / physiciennes et astronomes,1675,Supervisor,n,,,n,,,,
1676,Chemist,Chimiste,Science and Math,Sciences et mathématiques,Chemistry,Chimie,Employee,Employé(e),2112,2112 Chemists,2112 Chimistes,21101,Chemists,Chimistes,1676,Non-supervisor,y,y,Chemist in Canada | Labour Market Facts and Figures - Job Bank,y,n=383,,,
1677,Chemistry Research Scientist,Chercheur(euse) en chimie,Science and Math,Sciences et mathématiques,Chemistry,Chimie,Employee,Employé(e),2112,2112 Chemists,2112 Chimistes,21101,Chemists,Chimistes,1677,Non-supervisor,y,y,Chemistry Research Scientist in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1678,Supervisor - Chemistry,Superviseur(e) - Chimie,Science and Math,Sciences et mathématiques,Chemistry,Chimie,Supervisor,Superviseur(e),2112,2112 Chemists,2112 Chimistes,21101,Chemists,Chimistes,1678,Supervisor,n>>,y,Chemist in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1679,Geologist,Géologue,Science and Math,Sciences et mathématiques,Geology,Géologie,Employee,Employé(e),2113,2113 Geoscientists and oceanographers,2113 Géoscientifiques et océanographes,21102,Geoscientists and oceanographers,Géoscientifiques et océanographes,1679,Non-supervisor,y,y,Geologist in Canada | Labour Market Facts and Figures - Job Bank,y,n=24,,,
1680,Geology Research Scientist,Chercheur(euse) en géologie,Science and Math,Sciences et mathématiques,Geology,Géologie,Employee,Employé(e),2113,2113 Geoscientists and oceanographers,2113 Géoscientifiques et océanographes,21102,Geoscientists and oceanographers,Géoscientifiques et océanographes,1680,Non-supervisor,n>>,y,Geologist in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1681,Geoscientist,Géoscientifique,Science and Math,Sciences et mathématiques,Geology,Géologie,Employee,Employé(e),2113,2113 Geoscientists and oceanographers,2113 Géoscientifiques et océanographes,21102,Geoscientists and oceanographers,Géoscientifiques et océanographes,1681,Non-supervisor,n>>,y,Geologist in Canada | Labour Market Facts and Figures - Job Bank,y,n=22,,,
1682,Seismologist,Sismologue,Science and Math,Sciences et mathématiques,Geology,Géologie,Employee,Employé(e),2113,2113 Geoscientists and oceanographers,2113 Géoscientifiques et océanographes,21102,Geoscientists and oceanographers,Géoscientifiques et océanographes,1682,Non-supervisor,y,y,Seismologist in Canada | Labour Market Facts and Figures - Job Bank,y,n=3,,,
1683,Supervisor - Geology,Superviseur(e) - Géologie,Science and Math,Sciences et mathématiques,Geology,Géologie,Supervisor,Superviseur(e),2113,2113 Geoscientists and oceanographers,2113 Géoscientifiques et océanographes,21102,Geoscientists and oceanographers,Géoscientifiques et océanographes,1683,Supervisor,n,,,n,,,,
1684,Volcanologist,Volcanologue,Science and Math,Sciences et mathématiques,Geology,Géologie,Employee,Employé(e),2113,2113 Geoscientists and oceanographers,2113 Géoscientifiques et océanographes,21102,Geoscientists and oceanographers,Géoscientifiques et océanographes,1684,Non-supervisor,y,y,Volcanologist in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1685,Oceanographer,Océanographe,Science and Math,Sciences et mathématiques,Oceanography,Océanographie,Employee,Employé(e),2113,2113 Geoscientists and oceanographers,2113 Géoscientifiques et océanographes,21102,Geoscientists and oceanographers,Géoscientifiques et océanographes,1685,Non-supervisor,y,y,Oceanographer in Canada | Labour Market Facts and Figures - Job Bank,y,n=21,,,
1686,Oceanography Analyst,Analyste en océanographie,Science and Math,Sciences et mathématiques,Oceanography,Océanographie,Employee,Employé(e),2113,2113 Geoscientists and oceanographers,2113 Géoscientifiques et océanographes,21102,Geoscientists and oceanographers,Géoscientifiques et océanographes,1686,Non-supervisor,n,y>>,Oceanographer in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1687,Oceanography Research Scientist,Chercheur(euse) en océanographie,Science and Math,Sciences et mathématiques,Oceanography,Océanographie,Employee,Employé(e),2113,2113 Geoscientists and oceanographers,2113 Géoscientifiques et océanographes,21102,Geoscientists and oceanographers,Géoscientifiques et océanographes,1687,Non-supervisor,n,y>>,Oceanographer in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1688,Oceanography Technician,Technicien(ne) en océanographie,Science and Math,Sciences et mathématiques,Oceanography,Océanographie,Employee,Employé(e),2113,2113 Geoscientists and oceanographers,2113 Géoscientifiques et océanographes,21102,Geoscientists and oceanographers,Géoscientifiques et océanographes,1688,Non-supervisor,n,y>>,Oceanographer in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1689,Supervisor - Oceanography,Superviseur(e) - Océanographie,Science and Math,Sciences et mathématiques,Oceanography,Océanographie,Supervisor,Superviseur(e),2113,2113 Geoscientists and oceanographers,2113 Géoscientifiques et océanographes,21102,Geoscientists and oceanographers,Géoscientifiques et océanographes,1689,Supervisor,n,y>>,Oceanographer in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1690,Astronaut,Astronaute,Science and Math,Sciences et mathématiques,Astronomy,Astronomie,Employee,Employé(e),2115,2115 Other professional occupations in physical sciences,2115 Autres professionnels / professionnelles des sciences physiques,21109,Other professional occupations in physical sciences,Autres professionnels / professionnelles des sciences physiques,1690,Non-supervisor,y,y,Astronaut in Canada | Labour Market Facts and Figures - Job Bank,y,n=8,,,
1691,Materials Engineer,Ingénieur(e) en matériaux,Engineering and Architecture,Ingénierie et architecture,Metallurgical and Materials Engineering,Génie métallurgique et des matériaux,Employee,Employé(e),2115,2115 Other professional occupations in physical sciences,2115 Autres professionnels / professionnelles des sciences physiques,21109,Other professional occupations in physical sciences,Autres professionnels / professionnelles des sciences physiques,1691,Non-supervisor,,,,,,,,
1692,Materials Engineering Technologist,Technologue en génie des matériaux,Engineering and Architecture,Ingénierie et architecture,Metallurgical and Materials Engineering,Génie métallurgique et des matériaux,Employee,Employé(e),2115,2115 Other professional occupations in physical sciences,2115 Autres professionnels / professionnelles des sciences physiques,21109,Other professional occupations in physical sciences,Autres professionnels / professionnelles des sciences physiques,1692,Non-supervisor,,,,,,,,
1693,Health Care Administrator,Administrateur(rice) des soins de santé,Administration,Administration,Health Care Administration,Administration des services de santé,Employee,Employé(e),4165,"4165 Health policy researchers, consultants and program officers","4165 	Recherchistes, experts-conseils / expertes-conseils et agents / agentes de programmes en politiques de la santé",21110,Biologists and related scientists,Biologistes et personnel scientifique assimilé,1693,Non-supervisor,,,,,,,,
1694,Biological Scientist,Scientifique en biologie,Science and Math,Sciences et mathématiques,Biology,Biologie,Employee,Employé(e),2121,2121 Biologists and related scientists,2121 Biologistes et personnel scientifique assimilé,21110,Biologists and related scientists,Biologistes et personnel scientifique assimilé,1694,Non-supervisor,y,y,Biological Scientist in Canada | Labour Market Facts and Figures - Job Bank,y,n=1  ,,,
1695,Biologist,Biologiste,Science and Math,Sciences et mathématiques,Biology,Biologie,Employee,Employé(e),2121,2121 Biologists and related scientists,2121 Biologistes et personnel scientifique assimilé,21110,Biologists and related scientists,Biologistes et personnel scientifique assimilé,1695,Non-supervisor,y,y,Biologist in Canada | Labour Market Facts and Figures - Job Bank,y,n=1628,,,
1696,Biology Research Scientist,Chercheur(euse) en biologie,Science and Math,Sciences et mathématiques,Biology,Biologie,Employee,Employé(e),2121,2121 Biologists and related scientists,2121 Biologistes et personnel scientifique assimilé,21110,Biologists and related scientists,Biologistes et personnel scientifique assimilé,1696,Non-supervisor,n>>,y,Biological Scientist in Canada | Labour Market Facts and Figures - Job Bank,n,,,,
1697,Supervisor - Biology,Superviseur(e) - Biologie,Science and Math,Sciences et mathématiques,Biology,Biologie,Supervisor,Superviseur(e),2121,2121 Biologists and related scientists,2121 Biologistes et personnel scientifique assimilé,21110,Biologists and related scientists,Biologistes et personnel scientifique assimilé,1697,Supervisor,n,,,n,,,,
1698,Mine Safety Inspector,Inspecteur(rice) de la sécurité des mines,Engineering and Architecture,Ingénierie et architecture,Mining Engineering,Génie minier,Employee,Employé(e),2263,2263 Inspectors in public and environmental health and occupational health and safety,"2263 Inspecteurs / inspectrices de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail",21120,Public and environmental health and safety professionals,Professionnels / professionnelles de la santé et sécurité publique et environnementale,1698,Non-supervisor,,,,,,,,
1699,Supervisor -  Environmental Services,Superviseur(e) - Services environnementaux,Environmental Services,Services environnementaux,General Environmental Services,Services environnementaux généraux,Supervisor,Superviseur(e),2263,2263 Inspectors in public and environmental health and occupational health and safety,"2263 Inspecteurs / inspectrices de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail",21120,Public and environmental health and safety professionals,Professionnels / professionnelles de la santé et sécurité publique et environnementale,1699,Supervisor,,,,,,,,
1700,Environmental Consultant,Consultant en environnement,Environmental Services,Services environnementaux,General Environmental Services,Services environnementaux généraux,Employee,Employé(e),2263,2263 Inspectors in public and environmental health and occupational health and safety,"2263 Inspecteurs / inspectrices de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail",21120,Public and environmental health and safety professionals,Professionnels / professionnelles de la santé et sécurité publique et environnementale,1700,Non-supervisor,,,,,,,,
1701,Environmental Damage Inspector,Inspecteur(rice) des dommages environnementaux,Environmental Services,Services environnementaux,General Environmental Services,Services environnementaux généraux,Employee,Employé(e),2263,2263 Inspectors in public and environmental health and occupational health and safety,"2263 Inspecteurs / inspectrices de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail",21120,Public and environmental health and safety professionals,Professionnels / professionnelles de la santé et sécurité publique et environnementale,1701,Non-supervisor,,,,,,,,
1702,Environmental Impact Analyst,Analyste de l'impact environnemental,Environmental Services,Services environnementaux,General Environmental Services,Services environnementaux généraux,Employee,Employé(e),2263,2263 Inspectors in public and environmental health and occupational health and safety,"2263 Inspecteurs / inspectrices de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail",21120,Public and environmental health and safety professionals,Professionnels / professionnelles de la santé et sécurité publique et environnementale,1702,Non-supervisor,,,,,,,,
1703,Environmental Programs Officer,Responsable des programmes environnementaux,Environmental Services,Services environnementaux,General Environmental Services,Services environnementaux généraux,Employee,Employé(e),2263,2263 Inspectors in public and environmental health and occupational health and safety,"2263 Inspecteurs / inspectrices de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail",21120,Public and environmental health and safety professionals,Professionnels / professionnelles de la santé et sécurité publique et environnementale,1703,Non-supervisor,,,,,,,,
1704,Environmental Services Policy Analyst,Analyste de la politique des services environnementaux,Environmental Services,Services environnementaux,General Environmental Services,Services environnementaux généraux,Employee,Employé(e),2263,2263 Inspectors in public and environmental health and occupational health and safety,"2263 Inspecteurs / inspectrices de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail",21120,Public and environmental health and safety professionals,Professionnels / professionnelles de la santé et sécurité publique et environnementale,1704,Non-supervisor,,,,,,,,
1705,Environmental Systems Operator,Opérateur(rice) de systèmes environnementaux,Environmental Services,Services environnementaux,General Environmental Services,Services environnementaux généraux,Employee,Employé(e),2263,2263 Inspectors in public and environmental health and occupational health and safety,"2263 Inspecteurs / inspectrices de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail",21120,Public and environmental health and safety professionals,Professionnels / professionnelles de la santé et sécurité publique et environnementale,1705,Non-supervisor,,,,,,,,
